Stations = {
  <"POGO", 1, 13>,  // station name, station id, number of antennas
  <"394B",10,66240,822,71040>,
  <"394B",5,66240,822,71040>,
  <"394B",6,66240,822,71040>,
  <"394B",9,66240,822,71040>,
  <"395",2,63060,928,64860>,
  <"395",3,63060,928,64860>,
  <"395",11,63060,928,64860>,
  <"395",13,63060,928,64860>,
  <"395",7,63060,928,64860>,
  <"395",8,63060,928,64860>,
  <"395A",2,63060,1468,64860>,
  <"395A",3,63060,1468,64860>,
  <"395A",11,63060,1468,64860>,
  <"395A",13,63060,1468,64860>,
  <"395A",7,63060,1468,64860>,
  <"395A",8,63060,1468,64860>,
  <"395B",2,64260,1257,66060>,
  <"395B",3,64260,1257,66060>,
  <"395B",11,64260,1257,66060>,
  <"395B",13,64260,1257,66060>,
  <"395B",7,64260,1257,66060>,
  <"395B",8,64260,1257,66060>,
  <"396",6,65640,6565,73260>,
  <"396",9,65640,6565,73260>,
  <"396A",6,66840,7264,74460>,
  <"396A",9,66840,7264,74460>,
  <"396B",6,66720,5214,74340>,
  <"396B",9,66720,5214,74340>,
  <"397",2,64980,1030,69480>,
  <"397",3,64980,1030,69480>,
  <"397",10,64980,1030,69480>,
  <"397",5,64980,1030,69480>,
  <"397",8,64980,1030,69480>,
  <"397A",2,65340,1286,69840>,
  <"397A",3,65340,1286,69840>,
  <"397A",10,65340,1286,69840>,
  <"397A",5,65340,1286,69840>,
  <"397A",8,65340,1286,69840>,
  <"397B",2,66540,1431,71040>,
  <"397B",3,66540,1431,71040>,
  <"397B",10,66540,1431,71040>,
  <"397B",5,66540,1431,71040>,
  <"397B",8,66540,1431,71040>,
  <"398",6,65460,1336,68760>,
  <"398",9,65460,1336,68760>,
  <"398A",6,68700,2062,72000>,
  <"398A",9,68700,2062,72000>,
  <"398B",6,65520,1867,68820>,
  <"398B",9,65520,1867,68820>,
  <"399",10,66540,619,71340>,
  <"399",5,66540,619,71340>,
  <"399",6,66540,619,71340>,
  <"399",9,66540,619,71340>,
  <"399A",10,67500,1198,72300>,
  <"399A",5,67500,1198,72300>,
  <"399A",6,67500,1198,72300>,
  <"399A",9,67500,1198,72300>,
  <"399B",10,67140,1128,71940>,
  <"399B",5,67140,1128,71940>,
  <"399B",6,67140,1128,71940>,
  <"399B",9,67140,1128,71940>,
  <"400",3,66360,876,71160>,
  <"400",5,66360,876,71160>,
  <"400",6,66360,876,71160>,
  <"400",8,66360,876,71160>,
  <"400A",3,69780,773,74580>,
  <"400A",5,69780,773,74580>,
  <"400A",6,69780,773,74580>,
  <"400A",8,69780,773,74580>,
  <"400B",3,68880,1127,73680>,
  <"400B",5,68880,1127,73680>,
  <"400B",6,68880,1127,73680>,
  <"400B",8,68880,1127,73680>,
  <"401",2,68400,846,73200>,
  <"401",7,68400,846,73200>,
  <"401",9,68400,846,73200>,
  <"401A",2,70800,632,75600>,
  <"401A",7,70800,632,75600>,
  <"401A",9,70800,632,75600>,
  <"401B",2,70800,774,75600>,
  <"401B",7,70800,774,75600>,
  <"401B",9,70800,774,75600>,
  <"402",10,66960,865,71760>,
  <"402",5,66960,865,71760>,
  <"402",6,66960,865,71760>,
  <"402A",10,67800,773,72600>,
  <"402A",5,67800,773,72600>,
  <"402A",6,67800,773,72600>,
  <"402B",10,67380,921,72180>,
  <"402B",5,67380,921,72180>,
  <"402B",6,67380,921,72180>,
  <"403",2,66180,939,73080>,
  <"403",3,66180,939,73080>,
  <"403",7,66180,939,73080>,
  <"403",8,66180,939,73080>,
  <"403A",2,66960,1318,73860>,
  <"403A",3,66960,1318,73860>,
  <"403A",7,66960,1318,73860>,
  <"403A",8,66960,1318,73860>,
  <"403B",2,67080,778,73980>,
  <"403B",3,67080,778,73980>,
  <"403B",7,67080,778,73980>,
  <"403B",8,67080,778,73980>,
  <"404",10,68940,1353,72240>,
  <"404",6,68940,1353,72240>,
  <"404",9,68940,1353,72240>,
  <"404A",10,70260,886,73560>,
  <"404A",6,70260,886,73560>,
  <"404A",9,70260,886,73560>,
  <"404B",10,70560,753,73860>,
  <"404B",6,70560,753,73860>,
  <"404B",9,70560,753,73860>,
  <"405",2,66900,1437,73800>,
  <"405",7,66900,1437,73800>,
  <"405",9,66900,1437,73800>,
  <"405A",2,68220,1053,75120>,
  <"405A",7,68220,1053,75120>,
  <"405A",9,68220,1053,75120>,
  <"405B",2,68520,1490,75420>,
  <"405B",7,68520,1490,75420>,
  <"405B",9,68520,1490,75420>,
  <"406",5,70380,1468,73080>,
  <"406",6,70380,1468,73080>,
  <"406",9,70380,1468,73080>,
  <"406A",5,71160,952,73860>,
  <"406A",6,71160,952,73860>,
  <"406A",9,71160,952,73860>,
  <"406B",5,73680,853,76380>,
  <"406B",6,73680,853,76380>,
  <"406B",9,73680,853,76380>,
  <"407",2,70920,1621,73920>,
  <"407",3,70920,1621,73920>,
  <"407",11,70920,1621,73920>,
  <"407",13,70920,1621,73920>,
  <"407",7,70920,1621,73920>,
  <"407",8,70920,1621,73920>,
  <"407A",2,73380,1131,76380>,
  <"407A",3,73380,1131,76380>,
  <"407A",11,73380,1131,76380>,
  <"407A",13,73380,1131,76380>,
  <"407A",7,73380,1131,76380>,
  <"407A",8,73380,1131,76380>,
  <"407B",2,74280,1271,77280>,
  <"407B",3,74280,1271,77280>,
  <"407B",11,74280,1271,77280>,
  <"407B",13,74280,1271,77280>,
  <"407B",7,74280,1271,77280>,
  <"407B",8,74280,1271,77280>,
  <"408",10,69540,634,74340>,
  <"408",5,69540,634,74340>,
  <"408",6,69540,634,74340>,
  <"408",8,69540,634,74340>,
  <"408A",10,69960,848,74760>,
  <"408A",5,69960,848,74760>,
  <"408A",6,69960,848,74760>,
  <"408A",8,69960,848,74760>,
  <"408B",10,71220,634,76020>,
  <"408B",5,71220,634,76020>,
  <"408B",6,71220,634,76020>,
  <"408B",8,71220,634,76020>,
  <"409",2,72120,918,76920>,
  <"409",3,72120,918,76920>,
  <"409",7,72120,918,76920>,
  <"409",8,72120,918,76920>,
  <"409A",2,75480,1091,80280>,
  <"409A",3,75480,1091,80280>,
  <"409A",7,75480,1091,80280>,
  <"409A",8,75480,1091,80280>,
  <"409B",2,74220,805,79020>,
  <"409B",3,74220,805,79020>,
  <"409B",7,74220,805,79020>,
  <"409B",8,74220,805,79020>,
  <"410",2,72060,1447,77460>,
  <"410",3,72060,1447,77460>,
  <"410",7,72060,1447,77460>,
  <"410A",2,74520,1288,79920>,
  <"410A",3,74520,1288,79920>,
  <"410A",7,74520,1288,79920>,
  <"410B",2,74340,1407,79740>,
  <"410B",3,74340,1407,79740>,
  <"410B",7,74340,1407,79740>,
  <"411",1,70920,2172,84420>,
  <"411",3,70920,2172,83460>,
  <"411",5,70920,2172,84420>,
  <"411",6,71460,2172,84420>,
  <"411",8,70920,2172,84420>,
  <"411A",1,70980,3434,84480>,
  <"411A",3,70980,3434,83520>,
  <"411A",5,70980,3434,84480>,
  <"411A",6,71520,3434,84480>,
  <"411A",8,70980,3434,84480>,
  <"411B",1,70980,2726,84480>,
  <"411B",3,70980,2726,83520>,
  <"411B",5,70980,2726,84480>,
  <"411B",6,71520,2726,84480>,
  <"411B",8,70980,2726,84480>,
  <"412",1,71760,1328,73560>,
  <"412",11,71760,1328,73560>,
  <"412",6,71760,1328,73560>,
  <"412",9,71760,1328,73560>,
  <"412A",1,72600,1618,74400>,
  <"412A",11,72600,1618,74400>,
  <"412A",6,72600,1618,74400>,
  <"412A",9,72600,1618,74400>,
  <"412B",1,74340,1241,76140>,
  <"412B",11,74340,1241,76140>,
  <"412B",6,74340,1241,76140>,
  <"412B",9,74340,1241,76140>,
  <"413",6,73680,1467,77280>,
  <"413",7,73680,1467,77280>,
  <"413",9,73680,1467,77280>,
  <"413A",6,74460,1480,78060>,
  <"413A",7,74460,1480,78060>,
  <"413A",9,74460,1480,78060>,
  <"413B",6,76920,1482,80520>,
  <"413B",7,76920,1482,80520>,
  <"413B",9,76920,1482,80520>,
  <"414",1,72480,2147,75480>,
  <"414",11,72480,2147,75480>,
  <"414",5,72480,2147,75480>,
  <"414",6,72480,2147,75480>,
  <"414",9,72480,2147,75480>,
  <"414A",1,73620,1531,76620>,
  <"414A",11,73620,1531,76620>,
  <"414A",5,73620,1531,76620>,
  <"414A",6,73620,1531,76620>,
  <"414A",9,73620,1531,76620>,
  <"414B",1,73320,2837,76320>,
  <"414B",11,73320,2837,76320>,
  <"414B",5,73320,2837,76320>,
  <"414B",6,73320,2837,76320>,
  <"414B",9,73320,2837,76320>,
  <"415",2,74160,1344,78660>,
  <"415",3,74160,1344,78660>,
  <"415",10,74160,1344,78660>,
  <"415",7,74160,1344,78660>,
  <"415A",2,75660,879,80160>,
  <"415A",3,75660,879,80160>,
  <"415A",10,75660,879,80160>,
  <"415A",7,75660,879,80160>,
  <"415B",2,76620,915,81120>,
  <"415B",3,76620,915,81120>,
  <"415B",10,76620,915,81120>,
  <"415B",7,76620,915,81120>,
  <"416",1,73620,11120,86340>,
  <"416",11,73620,11120,86340>,
  <"416",5,73620,11120,86340>,
  <"416",6,73620,11120,86340>,
  <"416A",1,77160,10318,89880>,
  <"416A",11,77160,10318,89880>,
  <"416A",5,77160,10318,89880>,
  <"416A",6,77160,10318,89880>,
  <"416B",1,74340,6902,87060>,
  <"416B",11,74340,6902,87060>,
  <"416B",5,74340,6902,87060>,
  <"416B",6,74340,6902,87060>,
  <"417",10,72960,1179,76260>,
  <"417",6,72960,1179,76260>,
  <"417",9,72960,1179,76260>,
  <"417A",10,74880,911,78180>,
  <"417A",6,74880,911,78180>,
  <"417A",9,74880,911,78180>,
  <"417B",10,74520,1388,77820>,
  <"417B",6,74520,1388,77820>,
  <"417B",9,74520,1388,77820>,
  <"418",10,72840,1063,77640>,
  <"418",6,72840,1063,77640>,
  <"418",9,72840,1063,77640>,
  <"418A",10,73800,824,78600>,
  <"418A",6,73800,824,78600>,
  <"418A",9,73800,824,78600>,
  <"418B",10,74820,1106,79620>,
  <"418B",6,74820,1106,79620>,
  <"418B",9,74820,1106,79620>,
  <"419",1,73260,1354,75960>,
  <"419",3,73260,1354,75960>,
  <"419",5,73260,1354,75960>,
  <"419",6,73260,1354,75960>,
  <"419",8,73260,1354,75960>,
  <"419A",1,75720,1054,78420>,
  <"419A",3,75720,1054,78420>,
  <"419A",5,75720,1054,78420>,
  <"419A",6,75720,1054,78420>,
  <"419A",8,75720,1054,78420>,
  <"419B",1,75240,1090,77940>,
  <"419B",3,75240,1090,77940>,
  <"419B",5,75240,1090,77940>,
  <"419B",6,75240,1090,77940>,
  <"419B",8,75240,1090,77940>,
  <"420",1,73440,974,78600>,
  <"420",2,73200,974,78600>,
  <"420",3,73200,974,78600>,
  <"420",5,73200,974,78600>,
  <"420",6,75060,974,78600>,
  <"420",8,73200,974,78600>,
  <"420A",1,75180,1424,80340>,
  <"420A",2,74940,1424,80340>,
  <"420A",3,74940,1424,80340>,
  <"420A",5,74940,1424,80340>,
  <"420A",6,76800,1424,80340>,
  <"420A",8,74940,1424,80340>,
  <"420B",1,73800,790,78960>,
  <"420B",2,73560,790,78960>,
  <"420B",3,73560,790,78960>,
  <"420B",5,73560,790,78960>,
  <"420B",6,75420,790,78960>,
  <"420B",8,73560,790,78960>,
  <"421",6,75000,3384,91500>,
  <"421",9,75000,3384,91500>,
  <"421A",6,76620,4607,93120>,
  <"421A",9,76620,4607,93120>,
  <"421B",6,75840,5936,92340>,
  <"421B",9,75840,5936,92340>,
  <"422",11,72360,1764,74160>,
  <"422",7,72360,1764,74160>,
  <"422",9,72360,1764,74160>,
  <"422A",11,72900,1393,74700>,
  <"422A",7,72900,1393,74700>,
  <"422A",9,72900,1393,74700>,
  <"422B",11,73920,1793,75720>,
  <"422B",7,73920,1793,75720>,
  <"422B",9,73920,1793,75720>,
  <"423",2,73260,1378,75960>,
  <"423",3,73260,1378,75960>,
  <"423",5,73260,1378,75960>,
  <"423",8,73260,1378,75960>,
  <"423A",2,74040,1111,76740>,
  <"423A",3,74040,1111,76740>,
  <"423A",5,74040,1111,76740>,
  <"423A",8,74040,1111,76740>,
  <"423B",2,75360,925,78060>,
  <"423B",3,75360,925,78060>,
  <"423B",5,75360,925,78060>,
  <"423B",8,75360,925,78060>,
  <"424",1,72900,4342,78960>,
  <"424",11,72900,4342,78960>,
  <"424",5,72900,4342,78960>,
  <"424",6,72900,4342,78960>,
  <"424A",1,76140,4898,82200>,
  <"424A",11,76140,4898,82200>,
  <"424A",5,76140,4898,82200>,
  <"424A",6,76140,4898,82200>,
  <"424B",1,74640,4617,80700>,
  <"424B",11,74640,4617,80700>,
  <"424B",5,74640,4617,80700>,
  <"424B",6,74640,4617,80700>,
  <"425",10,76260,1079,81060>,
  <"425",5,76260,1079,81060>,
  <"425",6,76260,1079,81060>,
  <"425",8,76260,1079,81060>,
  <"425A",10,79800,792,84600>,
  <"425A",5,79800,792,84600>,
  <"425A",6,79800,792,84600>,
  <"425A",8,79800,792,84600>,
  <"425B",10,77640,1009,82440>,
  <"425B",5,77640,1009,82440>,
  <"425B",6,77640,1009,82440>,
  <"425B",8,77640,1009,82440>,
  <"426",2,74820,1672,76620>,
  <"426",3,74820,1672,76620>,
  <"426",5,74820,1672,76620>,
  <"426",7,74820,1672,76620>,
  <"426",8,74820,1672,76620>,
  <"426A",2,78120,1165,79920>,
  <"426A",3,78120,1165,79920>,
  <"426A",5,78120,1165,79920>,
  <"426A",7,78120,1165,79920>,
  <"426A",8,78120,1165,79920>,
  <"426B",2,75540,1151,77340>,
  <"426B",3,75540,1151,77340>,
  <"426B",5,75540,1151,77340>,
  <"426B",7,75540,1151,77340>,
  <"426B",8,75540,1151,77340>,
  <"427",5,73680,1078,78480>,
  <"427",6,73680,1078,78480>,
  <"427A",5,74160,690,78960>,
  <"427A",6,74160,690,78960>,
  <"427B",5,75900,871,80700>,
  <"427B",6,75900,871,80700>,
  <"428",6,76560,797,81360>,
  <"428",9,76560,797,81360>,
  <"428A",6,79740,940,84540>,
  <"428A",9,79740,940,84540>,
  <"428B",6,77280,1194,82080>,
  <"428B",9,77280,1194,82080>,
  <"429",5,76800,1499,83700>,
  <"429",6,76800,1499,83700>,
  <"429",8,76800,1499,83700>,
  <"429A",5,77100,1210,84000>,
  <"429A",6,77100,1210,84000>,
  <"429A",8,77100,1210,84000>,
  <"429B",5,77040,1377,83940>,
  <"429B",6,77040,1377,83940>,
  <"429B",8,77040,1377,83940>,
  <"430",1,76620,1212,80520>,
  <"430",3,76620,1212,80520>,
  <"430",5,76620,1212,80520>,
  <"430",6,76620,1212,80520>,
  <"430",8,76620,1212,80520>,
  <"430A",1,79140,1148,83040>,
  <"430A",3,79140,1148,83040>,
  <"430A",5,79140,1148,83040>,
  <"430A",6,79140,1148,83040>,
  <"430A",8,79140,1148,83040>,
  <"430B",1,79320,2097,83220>,
  <"430B",3,79320,2097,83220>,
  <"430B",5,79320,2097,83220>,
  <"430B",6,79320,2097,83220>,
  <"430B",8,79320,2097,83220>,
  <"431",10,77640,1259,82140>,
  <"431",5,77640,1259,82140>,
  <"431",6,77640,1259,82140>,
  <"431A",10,78420,775,82920>,
  <"431A",5,78420,775,82920>,
  <"431A",6,78420,775,82920>,
  <"431B",10,77700,1437,82200>,
  <"431B",5,77700,1437,82200>,
  <"431B",6,77700,1437,82200>,
  <"432",1,77280,2002,79980>,
  <"432",11,77280,2002,79980>,
  <"432",5,77280,2002,79980>,
  <"432",6,77280,2002,79980>,
  <"432A",1,77460,1951,80160>,
  <"432A",11,77460,1951,80160>,
  <"432A",5,77460,1951,80160>,
  <"432A",6,77460,1951,80160>,
  <"432B",1,78540,2138,81240>,
  <"432B",11,78540,2138,81240>,
  <"432B",5,78540,2138,81240>,
  <"432B",6,78540,2138,81240>,
  <"433",5,77520,2088,83220>,
  <"433",6,77520,2088,83220>,
  <"433",9,77520,2088,83220>,
  <"433A",5,78600,1188,84300>,
  <"433A",6,78600,1188,84300>,
  <"433A",9,78600,1188,84300>,
  <"433B",5,78720,1957,84420>,
  <"433B",6,78720,1957,84420>,
  <"433B",9,78720,1957,84420>,
  <"434",10,77580,1066,80880>,
  <"434",6,77580,1066,80880>,
  <"434",9,77580,1066,80880>,
  <"434A",10,79440,980,82740>,
  <"434A",6,79440,980,82740>,
  <"434A",9,79440,980,82740>,
  <"434B",10,78000,1491,81300>,
  <"434B",6,78000,1491,81300>,
  <"434B",9,78000,1491,81300>,
  <"435",11,78780,2969,82080>,
  <"435",6,78780,2969,82080>,
  <"435",7,78780,2969,82080>,
  <"435",9,78780,2969,82080>,
  <"435A",11,81060,2263,84360>,
  <"435A",6,81060,2263,84360>,
  <"435A",7,81060,2263,84360>,
  <"435A",9,81060,2263,84360>,
  <"435B",11,80640,3118,83940>,
  <"435B",6,80640,3118,83940>,
  <"435B",7,80640,3118,83940>,
  <"435B",9,80640,3118,83940>,
  <"436",1,77340,1296,80340>,
  <"436",3,77340,1296,80340>,
  <"436",5,77340,1296,80340>,
  <"436",6,77340,1296,80340>,
  <"436",8,77340,1296,80340>,
  <"436A",1,77460,938,80460>,
  <"436A",3,77460,938,80460>,
  <"436A",5,77460,938,80460>,
  <"436A",6,77460,938,80460>,
  <"436A",8,77460,938,80460>,
  <"436B",1,77460,1363,80460>,
  <"436B",3,77460,1363,80460>,
  <"436B",5,77460,1363,80460>,
  <"436B",6,77460,1363,80460>,
  <"436B",8,77460,1363,80460>,
  <"437",2,79560,967,84360>,
  <"437",3,79560,967,84360>,
  <"437",5,79560,967,84360>,
  <"437",7,79560,967,84360>,
  <"437",8,79560,967,84360>,
  <"437A",2,82380,892,87180>,
  <"437A",3,82380,892,87180>,
  <"437A",5,82380,892,87180>,
  <"437A",7,82380,892,87180>,
  <"437A",8,82380,892,87180>,
  <"437B",2,82320,1043,87120>,
  <"437B",3,82320,1043,87120>,
  <"437B",5,82320,1043,87120>,
  <"437B",7,82320,1043,87120>,
  <"437B",8,82320,1043,87120>,
  <"438",6,78180,988,82980>,
  <"438",9,78180,988,82980>,
  <"438A",6,79620,1128,84420>,
  <"438A",9,79620,1128,84420>,
  <"438B",6,80940,1179,85740>,
  <"438B",9,80940,1179,85740>,
  <"439",2,80640,969,85140>,
  <"439",3,80640,969,85140>,
  <"439",10,80640,969,85140>,
  <"439",5,80640,969,85140>,
  <"439",8,80640,969,85140>,
  <"439A",2,83880,1066,88380>,
  <"439A",3,83880,1066,88380>,
  <"439A",10,83880,1066,88380>,
  <"439A",5,83880,1066,88380>,
  <"439A",8,83880,1066,88380>,
  <"439B",2,81300,1473,85800>,
  <"439B",3,81300,1473,85800>,
  <"439B",10,81300,1473,85800>,
  <"439B",5,81300,1473,85800>,
  <"439B",8,81300,1473,85800>,
  <"440",2,82560,1253,85860>,
  <"440",7,82560,1253,85860>,
  <"440",9,82560,1253,85860>,
  <"440A",2,85800,1580,89100>,
  <"440A",7,85800,1580,89100>,
  <"440A",9,85800,1580,89100>,
  <"440B",2,85500,1068,88800>,
  <"440B",7,85500,1068,88800>,
  <"440B",9,85500,1068,88800>,
  <"441",7,79620,1963,82620>,
  <"441",9,79620,1963,82620>,
  <"441A",7,81840,2461,84840>,
  <"441A",9,81840,2461,84840>,
  <"441B",7,82440,2834,85440>,
  <"441B",9,82440,2834,85440>,
  <"442",1,80940,2281,84240>,
  <"442",2,80940,2281,84240>,
  <"442",3,80940,2281,84240>,
  <"442",13,80940,2281,84240>,
  <"442",5,80940,2281,84240>,
  <"442",6,80940,2281,84240>,
  <"442",7,80940,2281,84240>,
  <"442",8,80940,2281,84240>,
  <"442A",1,81180,3250,84480>,
  <"442A",2,81180,3250,84480>,
  <"442A",3,81180,3250,84480>,
  <"442A",13,81180,3250,84480>,
  <"442A",5,81180,3250,84480>,
  <"442A",6,81180,3250,84480>,
  <"442A",7,81180,3250,84480>,
  <"442A",8,81180,3250,84480>,
  <"442B",1,83940,2951,87240>,
  <"442B",2,83940,2951,87240>,
  <"442B",3,83940,2951,87240>,
  <"442B",13,83940,2951,87240>,
  <"442B",5,83940,2951,87240>,
  <"442B",6,83940,2951,87240>,
  <"442B",7,83940,2951,87240>,
  <"442B",8,83940,2951,87240>,
  <"443",5,81000,1420,83700>,
  <"443",6,81000,1420,83700>,
  <"443",9,81000,1420,83700>,
  <"443A",5,83520,964,86220>,
  <"443A",6,83520,964,86220>,
  <"443A",9,83520,964,86220>,
  <"443B",5,82020,1319,84720>,
  <"443B",6,82020,1319,84720>,
  <"443B",9,82020,1319,84720>,
  <"444",6,81120,961,88020>,
  <"444",7,81120,961,88020>,
  <"444",9,81120,961,88020>,
  <"444A",6,82500,1192,89400>,
  <"444A",7,82500,1192,89400>,
  <"444A",9,82500,1192,89400>,
  <"444B",6,84420,1208,91320>,
  <"444B",7,84420,1208,91320>,
  <"444B",9,84420,1208,91320>,
  <"445",5,82620,716,87420>,
  <"445",6,82620,716,87420>,
  <"445",8,82620,716,87420>,
  <"445A",5,82680,1102,87480>,
  <"445A",6,82680,1102,87480>,
  <"445A",8,82680,1102,87480>,
  <"445B",5,83640,847,88440>,
  <"445B",6,83640,847,88440>,
  <"445B",8,83640,847,88440>,
  <"446",5,84360,936,89160>,
  <"446",6,84360,936,89160>,
  <"446",8,84360,936,89160>,
  <"446A",5,86400,647,91200>,
  <"446A",6,86400,647,91200>,
  <"446A",8,86400,647,91200>,
  <"446B",5,84720,1006,89520>,
  <"446B",6,84720,1006,89520>,
  <"446B",8,84720,1006,89520>,
  <"447",2,82920,1247,89820>,
  <"447",7,82920,1247,89820>,
  <"447",9,82920,1247,89820>,
  <"447A",2,83400,1449,90300>,
  <"447A",7,83400,1449,90300>,
  <"447A",9,83400,1449,90300>,
  <"447B",2,84660,1362,91560>,
  <"447B",7,84660,1362,91560>,
  <"447B",9,84660,1362,91560>,
  <"448",10,85500,1379,88800>,
  <"448",6,85500,1379,88800>,
  <"448",9,85500,1379,88800>,
  <"448A",10,87060,1376,90360>,
  <"448A",6,87060,1376,90360>,
  <"448A",9,87060,1376,90360>,
  <"448B",10,88380,1095,91680>,
  <"448B",6,88380,1095,91680>,
  <"448B",9,88380,1095,91680>,
  <"449",7,82920,1176,86220>,
  <"449",9,82920,1176,86220>,
  <"449A",7,83580,1419,86880>,
  <"449A",9,83580,1419,86880>,
  <"449B",7,86280,1375,89580>,
  <"449B",9,86280,1375,89580>,
  <"450",2,85440,1543,88140>,
  <"450",3,85440,1543,88140>,
  <"450",11,85440,1543,88140>,
  <"450",13,85440,1543,88140>,
  <"450",5,85440,1543,88140>,
  <"450",7,85440,1543,88140>,
  <"450",8,85440,1543,88140>,
  <"450A",2,87900,1707,90600>,
  <"450A",3,87900,1707,90600>,
  <"450A",11,87900,1707,90600>,
  <"450A",13,87900,1707,90600>,
  <"450A",5,87900,1707,90600>,
  <"450A",7,87900,1707,90600>,
  <"450A",8,87900,1707,90600>,
  <"450B",2,87000,2493,89700>,
  <"450B",3,87000,2493,89700>,
  <"450B",11,87000,2493,89700>,
  <"450B",13,87000,2493,89700>,
  <"450B",5,87000,2493,89700>,
  <"450B",7,87000,2493,89700>,
  <"450B",8,87000,2493,89700>,
  <"451",1,83640,8691,98940>,
  <"451",11,83640,8691,98940>,
  <"451",13,83640,8691,98940>,
  <"451",5,83640,8691,98940>,
  <"451",6,83640,8691,98940>,
  <"451",8,83640,8691,98940>,
  <"451A",1,84120,8268,99420>,
  <"451A",11,84120,8268,99420>,
  <"451A",13,84120,8268,99420>,
  <"451A",5,84120,8268,99420>,
  <"451A",6,84120,8268,99420>,
  <"451A",8,84120,8268,99420>,
  <"451B",1,84600,8630,99900>,
  <"451B",11,84600,8630,99900>,
  <"451B",13,84600,8630,99900>,
  <"451B",5,84600,8630,99900>,
  <"451B",6,84600,8630,99900>,
  <"451B",8,84600,8630,99900>,
  <"452",10,85440,926,90240>,
  <"452",5,85440,926,90240>,
  <"452",6,85440,926,90240>,
  <"452",9,85440,926,90240>,
  <"452A",10,87960,1115,92760>,
  <"452A",5,87960,1115,92760>,
  <"452A",6,87960,1115,92760>,
  <"452A",9,87960,1115,92760>,
  <"452B",10,87780,669,92580>,
  <"452B",5,87780,669,92580>,
  <"452B",6,87780,669,92580>,
  <"452B",9,87780,669,92580>,
  <"453",10,84900,932,90000>,
  <"453",5,84900,932,90000>,
  <"453",6,84900,932,90000>,
  <"453A",10,87840,1354,92940>,
  <"453A",5,87840,1354,92940>,
  <"453A",6,87840,1354,92940>,
  <"453B",10,86100,761,91200>,
  <"453B",5,86100,761,91200>,
  <"453B",6,86100,761,91200>,
  <"454",2,85320,1092,88320>,
  <"454",3,85320,1092,88320>,
  <"454",7,85320,1092,88320>,
  <"454A",2,86280,1328,89280>,
  <"454A",3,86280,1328,89280>,
  <"454A",7,86280,1328,89280>,
  <"454B",2,88320,992,91320>,
  <"454B",3,88320,992,91320>,
  <"454B",7,88320,992,91320>,
  <"455",2,85320,5325,91620>,
  <"455",11,85320,5325,91620>,
  <"455",13,85320,5325,91620>,
  <"455",7,85320,5325,91620>,
  <"455A",2,88200,4121,94500>,
  <"455A",11,88200,4121,94500>,
  <"455A",13,88200,4121,94500>,
  <"455A",7,88200,4121,94500>,
  <"455B",2,86340,5326,92640>,
  <"455B",11,86340,5326,92640>,
  <"455B",13,86340,5326,92640>,
  <"455B",7,86340,5326,92640>,
  <"456",2,87120,1077,89820>,
  <"456",7,87120,1077,89820>,
  <"456",9,87120,1077,89820>,
  <"456A",2,90180,829,92880>,
  <"456A",7,90180,829,92880>,
  <"456A",9,90180,829,92880>,
  <"456B",2,90300,1083,93000>,
  <"456B",7,90300,1083,93000>,
  <"456B",9,90300,1083,93000>,
  <"457",6,85980,1260,89580>,
  <"457",9,85980,1260,89580>,
  <"457A",6,86520,1761,90120>,
  <"457A",9,86520,1761,90120>,
  <"457B",6,87600,1369,91200>,
  <"457B",9,87600,1369,91200>,
};
